Year,Month,Departure station,Arrival station,Average travel time (min),Number of expected circulations,Number of cancelled trains,Number of late trains at departure,Average delay of late departing trains (min),Average delay of all departing trains (min),Number of trains late on arrival,Average delay of late arriving trains (min),Average delay of all arriving trains (min),% trains late due to external causes,% trains late due to railway infrastructure,% trains late due to traffic management,% trains late due to rolling stock,% trains late due to station management and reuse of material,% trains late due to passenger traffic,Number of late trains > 15min,Average train delay > 15min,Number of late trains > 30min,Number of late trains > 60min,Period,Delay due to external causes,Delay due to railway infrastructure,Delay due to traffic management,Delay due to rolling stock,Delay due to station management and reuse of material,Delay due to travellers taken into account,ClusterIndex
2019,7.0,29,38,0.22381426581658243,488.0,0.014336917562724014,0.3824027072758037,0.023002159028427324,0.5769211669070288,0.2936170212765957,0.27938264699405424,0.8631347032708181,0.202898550725,0.275362318841,0.144927536232,0.260869565217,0.0869565217391,0.0289855072464,0.359375,0.42869699643677656,0.37362637362637363,0.32432432432432434,2019-07,20.2898550725,27.5362318841,14.4927536232,26.0869565217,8.69565217391,2.89855072464,2
2019,7.0,38,16,0.1966545777514499,183.0,0.0,0.13367174280879865,0.04102669295292615,0.5823871182645466,0.1446808510638298,0.3014815962476557,0.8713483702787715,0.121212121212,0.393939393939,0.181818181818,0.181818181818,0.0909090909091,0.030303030303,0.15625,0.4599464226734115,0.14285714285714288,0.10810810810810811,2019-07,12.1212121212,39.3939393939,18.1818181818,18.1818181818,9.09090909091,3.0303030303000003,2
2019,7.0,16,38,0.2014774453927793,212.0,0.02867383512544803,0.338409475465313,0.017923139481466857,0.5825590462417194,0.0851063829787234,0.245040502177294,0.8606488896202955,0.1875,0.4375,0.25,0.0625,0.0,0.0625,0.10416666666666666,0.45424345216884315,0.09890109890109891,0.08108108108108109,2019-07,18.75,43.75,25.0,6.25,0.0,6.25,2
2019,7.0,27,29,0.21597217082376163,30.0,0.0,0.023688663282571912,0.03140836903892541,0.5785355791557228,0.029787234042553193,0.3563801134666892,0.8821441774492143,0.285714285714,0.0,0.428571428571,0.285714285714,0.0,0.0,0.03645833333333333,0.48974032779575927,0.07692307692307693,0.13513513513513514,2019-07,28.5714285714,0.0,42.8571428571,28.5714285714,0.0,0.0,3
2018,3.0,50,37,0.10193500869157135,505.0,0.04659498207885305,0.4230118443316413,0.024769222659806103,0.5791580552359508,0.3446808510638298,0.2345157511920489,0.8603759365515001,0.376623376623,0.155844155844,0.194805194805,0.168831168831,0.0649350649351,0.038961038961,0.3333333333333333,0.32917295952802583,0.28571428571428575,0.16216216216216217,2018-03,37.6623376623,15.5844155844,19.4805194805,16.883116883099998,6.493506493509999,3.8961038960999983,3
2018,3.0,40,14,0.11338417432712775,285.0,0.05017921146953405,0.10998307952622673,0.05758013701463341,0.5796428290410724,0.16595744680851063,0.27302510074202224,0.8620725888529914,0.307692307692,0.179487179487,0.153846153846,0.333333333333,0.025641025641,0.0,0.14583333333333331,0.33168181512284234,0.2087912087912088,0.1891891891891892,2018-03,30.7692307692,17.9487179487,15.3846153846,33.333333333300004,2.5641025641,0.0,3
2018,3.0,25,38,0.11278927283234569,664.0,0.03942652329749104,0.6835871404399323,0.01637532088060644,0.5773701135242785,0.23829787234042554,0.21465954299272128,0.8540021532998734,0.392156862745,0.0588235294118,0.137254901961,0.235294117647,0.156862745098,0.0196078431372999,0.203125,0.31974798674076993,0.13186813186813187,0.02702702702702703,2018-03,39.2156862745,5.8823529411800015,13.7254901961,23.5294117647,15.6862745098,1.96078431373,3
2018,3.0,38,16,0.21064984087039024,203.0,0.010752688172043012,0.04399323181049069,0.03173013930251936,0.5716244548884831,0.0851063829787234,0.21520664186011385,0.8517944746965207,0.25,0.15,0.35,0.1,0.15,0.0,0.10416666666666666,0.316483471783457,0.04395604395604396,0.0,2018-03,25.0,15.0,35.0,10.0,15.0,0.0,3
2018,8.0,24,29,0.3643706334032916,173.0,0.0035842293906810036,0.077834179357022,0.020228511411650756,0.5736488707223492,0.1574468085106383,0.2601464048610581,0.8688073858151062,0.259259259259,0.0740740740741,0.185185185185,0.296296296296,0.111111111111,0.0740740740741,0.19270833333333331,0.3416406222535092,0.14285714285714288,0.16216216216216217,2018-08,25.925925925900003,7.407407407409999,18.5185185185,29.6296296296,11.1111111111,7.407407407409999,3
2018,8.0,25,28,0.097201022786753,269.0,0.014336917562724014,0.3062605752961083,0.04621960351416689,0.5941450792717546,0.3404255319148936,0.2430355046311423,0.8697175702539529,0.139240506329,0.26582278481,0.240506329114,0.177215189873,0.101265822785,0.0759493670886,0.30729166666666663,0.34298652047891953,0.34065934065934067,0.24324324324324326,2018-08,13.9240506329,26.582278481,24.0506329114,17.7215189873,10.1265822785,7.5949367088600015,2
2018,8.0,38,56,0.1268155298849697,348.0,0.007168458781362007,0.13874788494077833,0.07738202921391799,0.5827898300075379,0.2936170212765957,0.25292442951668503,0.863334691523769,0.0579710144928,0.0434782608696,0.159420289855,0.608695652174,0.0869565217391,0.0434782608696,0.2708333333333333,0.3335480981226236,0.3076923076923077,0.35135135135135137,2018-08,5.79710144928,4.34782608696,15.9420289855,60.8695652174,8.69565217391,4.34782608696,2
2018,8.0,27,29,0.2171497298498885,30.0,0.0,0.023688663282571912,0.036822566435134846,0.5818743664787012,0.029787234042553193,0.375963856865018,0.8866923115352601,0.26708546355062707,0.25504166204486517,0.1919500521002808,0.18109876581922868,0.06768831180649622,0.036435165735895406,0.03645833333333333,0.36808722885430994,0.07692307692307693,0.08108108108108109,2018-08,26.70854635506271,25.50416620448652,19.195005210028082,18.109876581922865,6.768831180649622,3.643516573589541,3
2018,7.0,35,38,0.41267463983656894,279.0,0.025089605734767026,0.16751269035532995,0.03302598801052207,0.5785683427859901,0.35319148936170214,0.3027057259657554,0.8825856477875865,0.301204819277,0.21686746988,0.21686746988,0.21686746988,0.0240963855422,0.0240963855422,0.43229166666666663,0.36201466683890793,0.47252747252747257,0.43243243243243246,2018-07,30.1204819277,21.686746988000003,21.686746988000003,21.686746988000003,2.4096385542200003,2.4096385542200003,3
2018,7.0,37,50,0.10301245224127162,494.0,0.03942652329749104,0.1895093062605753,0.03192277426796344,0.5726550781915821,0.17446808510638298,0.25118440687401755,0.8553782080262896,0.0975609756098,0.219512195122,0.0731707317073,0.390243902439,0.1463414634149999,0.0731707317073,0.1875,0.3217827717088559,0.17582417582417584,0.13513513513513514,2018-07,9.75609756098,21.9512195122,7.31707317073,39.0243902439,14.6341463415,7.31707317073,2
2019,3.0,39,44,0.24584946570526606,245.0,0.0035842293906810036,0.028764805414551606,0.04770677312865238,0.5704695391415334,0.06382978723404255,0.2758807049366559,0.8558430252318487,0.533333333333,0.266666666667,0.0,0.2,0.0,0.0,0.078125,0.32247010124933334,0.08791208791208792,0.08108108108108109,2019-03,53.3333333333,26.6666666667,0.0,20.0,0.0,0.0,0
2019,3.0,39,43,0.07618727140176268,531.0,0.014336917562724014,0.11675126903553298,0.0570450209648889,0.5740783751334956,0.2723404255319149,0.2286787018805867,0.8585096974971727,0.291666666667,0.145833333333,0.1875,0.25,0.0416666666667,0.0833333333333,0.18229166666666666,0.3264133344188631,0.2087912087912088,0.1891891891891892,2019-03,29.1666666667,14.5833333333,18.75,25.0,4.16666666667,8.333333333330001,3
2019,3.0,39,34,0.12223241628049919,542.0,0.03225806451612903,0.1065989847715736,0.03882224682071064,0.5719805162104301,0.2851063829787234,0.2632513576213308,0.8605213148561112,0.373134328358,0.179104477612,0.253731343284,0.179104477612,0.0,0.0149253731342999,0.265625,0.3293879317840195,0.27472527472527475,0.2972972972972973,2019-03,37.3134328358,17.9104477612,25.373134328400003,17.9104477612,0.0,1.49253731343,3
2019,3.0,39,48,0.17246966351519757,104.0,0.010752688172043012,0.01353637901861252,0.020155460508002362,0.5691540648186746,0.025531914893617023,0.24106871082588843,0.850701161438533,0.5,0.333333333333,0.0,0.166666666667,0.0,0.0,0.026041666666666664,0.31486677926385337,0.01098901098901099,0.02702702702702703,2019-03,50.0,33.333333333300004,0.0,16.6666666667,0.0,0.0,0
2019,3.0,52,38,0.28596192575988877,231.0,0.010752688172043012,0.1302876480541455,0.035537644382664185,0.5787946311341603,0.14042553191489363,0.25186740901828475,0.8608952127533723,0.212121212121,0.363636363636,0.272727272727,0.0909090909091,0.030303030303,0.030303030303,0.171875,0.32994081809467335,0.14285714285714288,0.08108108108108109,2019-03,21.2121212121,36.3636363636,27.2727272727,9.09090909091,3.0303030303,3.0303030303,3
2019,3.0,38,0,0.20382656682849837,403.0,0.0,0.047377326565143825,0.031321772001300104,0.5699445162886335,0.059574468085106386,0.23658542862284393,0.8531211001666148,0.166666666667,0.166666666667,0.333333333333,0.333333333333,0.0,0.0,0.06770833333333333,0.31844516524884536,0.05494505494505495,0.02702702702702703,2019-03,16.6666666667,16.6666666667,33.333333333300004,33.333333333300004,0.0,0.0,2
2019,3.0,37,30,0.06518161728724839,312.0,0.014336917562724014,0.0829103214890017,0.05735198092056637,0.5759925740250547,0.1446808510638298,0.2602906188348435,0.8567410882568034,0.0322580645161,0.354838709677,0.1612903225809999,0.354838709677,0.0967741935483999,0.0,0.09895833333333333,0.3237980754268797,0.14285714285714288,0.16216216216216217,2019-03,3.22580645161,35.4838709677,16.1290322581,35.4838709677,9.67741935484,0.0,2
2019,3.0,38,17,0.19427251868846412,250.0,0.0,0.03722504230118443,0.03493078055765026,0.5705635314272307,0.15319148936170213,0.24077053528742695,0.8603255233052014,0.277777777778,0.305555555556,0.222222222222,0.166666666667,0.0277777777778,0.0,0.11979166666666666,0.3290984129901654,0.15384615384615385,0.08108108108108109,2019-03,27.7777777778,30.5555555556,22.2222222222,16.6666666667,2.77777777778,0.0,3
2019,1.0,39,43,0.07644739613880655,524.0,0.014336917562724014,0.13367174280879865,0.05147753038028944,0.574467197901001,0.2893617021276596,0.241878827453933,0.8593697856821753,0.303571428571,0.0892857142857,0.285714285714,0.285714285714,0.0178571428570999,0.0178571428570999,0.234375,0.32768515484611416,0.2197802197802198,0.3783783783783784,2019-01,30.3571428571,8.928571428569997,28.5714285714,28.5714285714,1.78571428571,1.78571428571,3
2018,12.0,38,3,0.2510079506366553,172.0,0.0035842293906810036,0.04399323181049069,0.03116856185781404,0.5720777160084222,0.06808510638297872,0.24807350648231474,0.8605869221687993,0.25,0.125,0.3125,0.3125,0.0,0.0,0.08333333333333333,0.32948494592967204,0.07692307692307693,0.05405405405405406,2018-12,25.0,12.5,31.25,31.25,0.0,0.0,3
2018,12.0,25,31,0.11022197401478959,226.0,0.021505376344086023,0.2182741116751269,0.03358155482516693,0.5848069478414816,0.3617021276595745,0.21245876791404672,0.8702279880282846,0.164556962025,0.215189873418,0.341772151899,0.139240506329,0.0759493670886,0.0632911392404999,0.296875,0.34374128000607795,0.18681318681318682,0.05405405405405406,2018-12,16.4556962025,21.5189873418,34.177215189900004,13.9240506329,7.5949367088600015,6.32911392405,2
2019,1.0,39,55,0.049115374590082896,184.0,0.0,0.04399323181049069,0.07001471860013103,0.5758941938289405,0.16595744680851063,0.22979824888771172,0.8628331135925826,0.321428571429,0.0714285714286,0.357142857143,0.214285714286,0.0357142857143,0.0,0.078125,0.3328064101540355,0.1208791208791209,0.24324324324324326,2019-01,32.1428571429,7.1428571428600005,35.7142857143,21.4285714286,3.5714285714300003,0.0,3
2019,1.0,39,44,0.24676189771281548,264.0,0.010752688172043012,0.06091370558375634,0.07111771256654677,0.5757307391053491,0.1276595744680851,0.32351424719992594,0.8626787919923329,0.433333333333,0.3,0.133333333333,0.1,0.0,0.0333333333333,0.15625,0.33257821336330395,0.19780219780219782,0.2702702702702703,2019-01,43.3333333333,30.0,13.3333333333,10.0,0.0,3.3333333333299984,0
2019,1.0,24,29,0.3517200344520665,182.0,0.010752688172043012,0.10490693739424703,0.04365510914036812,0.5806061390247035,0.14042553191489363,0.38789136245318623,0.8787308441456431,0.424242424242,0.151515151515,0.121212121212,0.212121212121,0.0,0.0909090909091,0.171875,0.35631453271271846,0.3296703296703297,0.5135135135135136,2019-01,42.4242424242,15.151515151500002,12.1212121212,21.2121212121,0.0,9.09090909091,0
2019,1.0,55,39,0.05227397559105992,191.0,0.0035842293906810036,0.02707275803722504,0.011372450093743589,0.5699803313156143,0.14042553191489363,0.22075889062894627,0.8596545041977549,0.3,0.4,0.15,0.15,0.0,0.0,0.046875,0.3281061707726726,0.08791208791208792,0.13513513513513514,2019-01,30.0,40.0,15.0,15.0,0.0,0.0,3
2019,1.0,35,38,0.4282587069664634,181.0,0.014336917562724014,0.05414551607445008,0.023097406606984415,0.572629759709985,0.15319148936170213,0.2633852862795657,0.8661669784073553,0.472222222222,0.277777777778,0.138888888889,0.0555555555556,0.0555555555556,0.0,0.1875,0.3377362271740296,0.17582417582417584,0.08108108108108109,2019-01,47.2222222222,27.7777777778,13.8888888889,5.555555555560001,5.555555555560001,0.0,0
2018,12.0,39,1,0.07482181006055919,412.0,0.0,0.10321489001692047,0.023897202465110096,0.5711056817854836,0.2893617021276596,0.20219243065332465,0.857915432076926,0.269230769231,0.1730769230769999,0.403846153846,0.0961538461538,0.0576923076923,0.0,0.16145833333333331,0.3255345885950539,0.07692307692307693,0.08108108108108109,2018-12,26.9230769231,17.307692307700002,40.3846153846,9.61538461538,5.76923076923,0.0,3
2019,1.0,6,38,0.4724298719561761,62.0,0.0,0.028764805414551606,0.00390683310426401,0.5697721466103128,0.025531914893617023,0.2711471682642086,0.8559430935318038,0.5,0.166666666667,0.166666666667,0.166666666667,0.0,0.0,0.03125,0.3226180731785172,0.03296703296703297,0.02702702702702703,2019-01,50.0,16.6666666667,16.6666666667,16.6666666667,0.0,0.0,0
2018,10.0,38,7,0.16597330667898996,202.0,0.0,0.04230118443316413,0.027766172938047055,0.5710631546292103,0.1446808510638298,0.2161283002570475,0.8601355679355757,0.147058823529,0.352941176471,0.323529411765,0.117647058824,0.0294117647059,0.0294117647059,0.125,0.3288175242120509,0.09890109890109891,0.05405405405405406,2018-10,14.705882352899998,35.29411764709999,32.3529411765,11.7647058824,2.9411764705900003,2.9411764705900003,2
2018,10.0,38,22,0.05618400124463114,196.0,0.0,0.0338409475465313,0.03452849795556729,0.5710114657620773,0.12340425531914893,0.19324688099201603,0.8558050656941718,0.125,0.125,0.25,0.4375,0.0625,0.0,0.057291666666666664,0.322413970126655,0.04395604395604396,0.05405405405405406,2018-10,12.5,12.5,25.0,43.75,6.25,0.0,2
2018,10.0,32,38,0.18106471649869263,314.0,0.007168458781362007,0.260575296108291,0.017847889051743716,0.5760589644655029,0.13617021276595745,0.20775167102552153,0.8553917631551721,0.142857142857,0.142857142857,0.392857142857,0.107142857143,0.107142857143,0.107142857143,0.078125,0.3218028158044583,0.05494505494505495,0.05405405405405406,2018-10,14.2857142857,14.2857142857,39.2857142857,10.7142857143,10.7142857143,10.7142857143,2
2018,10.0,15,37,0.253815368085993,178.0,0.0,0.10829103214890017,0.01796464958319956,0.5749190825270013,0.11063829787234043,0.23651293264719497,0.8623973555062541,0.36,0.08,0.12,0.2,0.12,0.12,0.13541666666666666,0.33216205060440307,0.1208791208791209,0.05405405405405406,2018-10,36.0,8.0,12.0,20.0,12.0,12.0,3
2018,11.0,29,54,0.34848641847427064,30.0,0.0,0.005076142131979695,0.04139589404543449,0.5709478022655928,0.02127659574468085,0.31635803427785636,0.8719088774542322,0.2,0.2,0.6000000000000001,0.0,0.0,0.0,0.026041666666666664,0.34622682688969675,0.03296703296703297,0.05405405405405406,2018-11,20.0,20.0,60.0,0.0,0.0,0.0,2
2018,9.0,46,25,0.264761684698383,82.0,0.0,0.05414551607445008,0.017444126085292038,0.5749222175194129,0.06382978723404255,0.25277955509746264,0.8652183448946593,0.142857142857,0.142857142857,0.214285714286,0.428571428571,0.0,0.0714285714286,0.078125,0.3363334739442337,0.07692307692307693,0.05405405405405406,2018-09,14.2857142857,14.2857142857,21.4285714286,42.8571428571,0.0,7.1428571428600005,2
2018,9.0,57,39,0.16687287417540028,268.0,0.0,0.18612521150592215,0.011701895345601006,0.5729014025640504,0.14042553191489363,0.20899451029465582,0.8586244602535678,0.25,0.21875,0.125,0.1875,0.125,0.09375,0.08854166666666666,0.3265830351779433,0.05494505494505495,0.02702702702702703,2018-09,25.0,21.875,12.5,18.75,12.5,9.375,3
2018,9.0,25,24,0.20207001250298573,264.0,0.007168458781362007,0.2656514382402707,0.0432594770037254,0.5897986844900742,0.26382978723404255,0.24856608225189952,0.8683570110444413,0.0806451612903,0.258064516129,0.322580645161,0.209677419355,0.0806451612903,0.0483870967741999,0.2864583333333333,0.34097464887631607,0.23076923076923078,0.24324324324324326,2018-09,8.06451612903,25.8064516129,32.2580645161,20.9677419355,8.06451612903,4.83870967742,2
2018,9.0,7,38,0.16941361619582815,229.0,0.0035842293906810036,0.12013536379018612,0.020456415705662076,0.5742933398922895,0.11063829787234043,0.21532383344814704,0.8553332299124804,0.1363636363639999,0.272727272727,0.409090909091,0.0909090909091,0.0909090909091,0.0,0.09375,0.3217162621521391,0.04395604395604396,0.02702702702702703,2018-09,13.6363636364,27.2727272727,40.9090909091,9.09090909091,9.09090909091,0.0,2
2018,9.0,39,21,0.07133921084079745,206.0,0.0,0.025380710659898477,0.021228573508334018,0.5695028863287998,0.029787234042553193,0.16779473453956298,0.854382076206107,0.0,0.25,0.25,0.5,0.0,0.0,0.020833333333333332,0.3203097822884289,0.0,0.0,2018-09,0.0,25.0,25.0,50.0,0.0,0.0,2
2019,2.0,39,1,0.07362815483678595,402.0,0.007168458781362007,0.052453468697123515,0.029417973172672807,0.5700657335453199,0.18723404255319148,0.1967316177324351,0.8562260578508326,0.147058823529,0.235294117647,0.352941176471,0.205882352941,0.0294117647059,0.0294117647059,0.08333333333333333,0.3230364951582621,0.07692307692307693,0.02702702702702703,2019-02,14.705882352899998,23.5294117647,35.29411764709999,20.5882352941,2.9411764705900003,2.9411764705900003,2
2019,2.0,34,39,0.12789464554687482,520.0,0.007168458781362007,0.21996615905245345,0.02211763642798127,0.5731240130857654,0.17872340425531916,0.24790678109738878,0.8575332588921092,0.357142857143,0.190476190476,0.238095238095,0.190476190476,0.0,0.0238095238095,0.15104166666666666,0.32496946553944983,0.14285714285714288,0.10810810810810811,2019-02,35.7142857143,19.0476190476,23.8095238095,19.0476190476,0.0,2.38095238095,3
